Gene	cont_rep1	cont_rep2	treat_rep1	treat_rep1
CG33644	0	0	2	0
CG33645	0	0	0	0
CG33647	1	0	4	0
CG33648	0	0	0	0
CG33649	297	88	231	32
CG33654	0	0	0	0
CG33655	0	1	21	0
CG33658	0	0	0	0
CG33664	1	0	0	0
CG33665	0	0	0	0
CG33666	0	0	0	0
CG33667	1	0	0	0
CG33668	1	0	0	0
CG33669	0	0	0	0
CG33671	777	275	486	52
CG33672	306	102	251	25
CG33673	2	0	0	0
CG33679	6	0	18	0
CG3368	472	359	480	61
CG33680	4	1	2	0
CG33687	0	0	0	0
CG33688	1	0	0	0
CG33689	0	0	0	0
CG33690	0	0	0	0
CG33695	654	282	366	57
CG33696	7	1	2	0
CG33700	0	0	8	0
CG33702	0	0	0	0
CG33703	0	0	0	0
CG33704	1	0	0	0
CG33710	0	0	0	0
CG33713	844	826	770	140
CG33714	844	826	770	140
CG33721	2	0	0	0
CG33722	511	740	466	119
CG33723	3	0	0	0
CG33725	0	0	0	0
CG33752	0	0	2	0
CG33757	0	0	2	0
CG33758	0	0	0	0
CG3376	54	30	77	5
CG33764	0	0	0	0
CG33766	0	0	0	0
CG33767	0	0	2	0
CG33768	0	0	0	0
CG33769	0	0	0	0
CG33770	0	0	0	0
CG33771	2	0	2	0
CG33772	0	0	0	0
CG33773	0	0	0	0
CG33774	1156	1929	1182	416
CG33775	0	0	0	0
CG33777	0	1	8	0
CG33783	0	0	0	0
CG33784	0	0	0	0
CG33785	376	168	286	46
CG33786	376	168	286	46
CG33791	2	2	2	0
CG33792	5	5	6	3
CG33795	0	0	2	0
CG33796	0	0	7	0
CG33798	4	0	0	0
CG3386	143	71	127	24
CG33912	0	0	0	0
CG33914	0	0	2	0
CG33919	0	0	0	0
CG33920	0	0	0	0
CG33922	0	0	0	0
CG33923	0	0	0	0
CG33926	69	50	39	7
CG33927	2	0	0	0
CG33928	0	0	0	0
CG33932	48	24	94	11
CG33934	2	0	0	0
CG33937	16	0	0	0
CG3394	345	126	298	33
CG33958	1	0	2	0
CG33964	322	14	284	52
CG33965	0	0	5	0
CG33966	1	0	1	0
CG33969	393	434	344	97
CG3397	0	2	8	1
CG33970	92	4	189	2
CG33977	600	911	570	266
CG33978	15	0	23	1
CG33981	9	8	2	15
CG33985	6	0	0	0
CG33986	0	0	3	0
CG33988	3	0	2	0
CG33993	0	0	0	2
CG33995	190	87	360	35
CG33998	0	0	0	0
CG34001	532	694	332	166
CG34002	11	0	17	1
CG34005	0	4	0	0
CG34006	0	0	0	0
CG34007	29	8	3	0
CG34008	25	28	49	11
CG34010	38	23	12	1
CG34011	4	2	0	0
CG34012	4	0	3	0
CG34015	122	84	117	21
CG3402	1148	531	843	136
CG34021	4	2	4	0
CG34023	0	0	0	0
CG34025	0	0	0	0
CG34026	0	63	0	2
CG34027	2	0	1	0
CG34028	0	0	0	0
CG34029	0	0	0	0
CG34030	0	0	0	0
CG34031	1	0	1	0
CG34033	0	0	0	0
CG34034	5	0	0	0
CG34038	0	0	0	0
CG34039	295	156	279	65
CG34040	0	15	0	1
CG34041	0	0	0	0
CG34043	3	1	29	1
CG34045	0	0	0	0
CG34049	1	0	0	0
CG34050	0	0	0	0
CG34051	4	0	6	0
CG34054	3	0	5	0
CG34056	2	8	2	2
CG34057	0	0	0	0
CG3407	43	34	63	7
CG3408	539	348	406	86
CG3409	95	67	66	15
CG34104	45	35	75	9
CG34105	0	0	7	0
CG34106	0	0	0	0
CG34107	0	0	0	0
CG34109	5	0	0	0
CG34112	79	20	33	12
CG34113	1	0	1	0
CG34114	0	0	1	0
CG34115	3	0	6	0
CG34116	539	1144	395	260
CG34117	1495	1099	969	249
CG34120	23	18	61	12
CG34124	4	0	11	0
CG34125	678	335	386	44
CG34126	93	124	68	22
CG34127	0	1	0	0
CG34129	0	0	0	1
CG34130	0	0	0	0
CG34132	3527	4106	3137	1219
CG34133	80	67	59	27
CG34134	13	5	17	2
CG34135	4	11	15	0
CG34136	4	0	0	0
CG34137	3	4	3	1
CG34138	0	0	3	0
CG34139	7	0	35	0
CG34140	119	53	108	12
CG34141	15	10	33	0
CG34144	0	0	0	0
CG34148	234	350	152	62
CG34149	107	40	82	9
CG34150	501	429	274	63
CG34155	2	0	0	1
CG34159	2180	1682	1359	367
CG34160	4	0	0	0
CG34161	0	0	0	0
CG34162	0	0	0	0
CG34163	1449	1414	974	371
CG34164	3	0	8	0
CG34165	0	0	0	0
CG34166	2	1	13	0
CG34167	0	0	2	0
CG34168	12	2	0	0
CG34169	0	0	0	0
CG34170	0	0	0	0
CG34171	6	2	1	0
CG34172	0	1	0	0
CG34173	0	0	0	0
CG34174	42	66	25	7
CG34175	0	0	0	0
CG34176	0	0	0	0
CG34177	0	0	1	0
CG34178	0	0	1	0
CG34179	116	112	82	43
CG34180	16	0	9	0
CG34181	0	0	0	0
CG34183	439	331	226	56
CG34184	0	0	0	0
CG34185	0	0	0	0
CG34187	11	0	23	6
CG34188	0	0	0	0
CG34189	0	0	0	0
CG3419	295	234	208	55
CG34190	0	0	6	0
CG34191	271	222	327	60
CG34193	0	0	1	1
CG34194	2	4	3	2
CG34195	895	787	763	180
CG34196	0	0	2	0
CG34198	0	4	2	0
CG34199	3	0	2	0
CG3420	790	751	908	257
CG34200	2943	2541	1906	699
CG34201	0	0	0	0
CG34202	0	0	2	0
CG34203	7	0	0	0
CG34204	2	0	0	0
CG34205	0	0	2	0
CG34206	0	0	7	0
CG34207	38	45	86	8
CG34208	2	2	9	0
CG34210	2	0	0	0
CG34211	0	0	0	0
CG34212	3	0	0	0
CG34213	132	125	83	16
CG34214	6	2	1	0
CG34215	1	0	5	0
CG34216	3	3	2	0
CG34217	0	0	3	0
CG34219	1	3	16	1
CG34220	2	2	6	0
CG34221	1	0	2	0
CG34222	0	0	0	0
CG34223	0	0	0	0
CG34224	0	0	0	0
CG34225	4	0	0	0
CG34227	2	0	0	0
CG34228	58	11	48	3
CG34229	238	390	145	97
CG34230	3	2	0	0
CG34231	21	64	20	7
CG34232	0	0	0	0
CG34234	0	0	0	0
CG34235	0	0	0	0
CG34236	0	0	0	0
CG34238	3	0	0	0
CG34241	0	0	0	0
CG34242	263	71	150	9
CG34244	2	0	5	0
CG34245	0	0	2	0
CG34247	0	0	2	0
CG34248	2	2	0	0
CG34249	3	0	0	0
CG34250	528	375	276	56
CG34251	0	0	0	1
CG34253	2	0	12	1
CG34254	10	0	7	0
CG34256	0	0	0	2
CG34258	0	0	0	0
CG34259	6	0	2	0
CG34260	0	0	0	0
CG34261	857	982	725	275
CG34263	0	0	0	0
CG34264	0	0	4	0
CG34265	3	0	0	0
CG34266	0	0	0	0
CG34267	7	0	0	0
CG34268	0	0	0	0
CG34269	0	0	1	0
CG34273	0	0	0	0
CG34274	1	0	0	0
CG34275	6	0	0	0
CG34276	0	0	0	0
CG34277	1	0	0	0
CG34278	0	0	0	0
CG34279	0	0	0	0
CG34280	0	0	0	0
CG34281	0	0	0	0
CG34282	0	0	0	0
CG34283	0	0	0	0
CG34284	0	0	23	12
CG34286	1	0	1	0
CG34287	0	0	1	0
CG34288	2	6	7	2
CG34289	0	0	0	0
CG34290	0	0	0	0
CG34291	0	0	0	0
CG34292	0	1	0	0
CG34293	180	115	102	14
CG34294	1	0	1	0
CG34295	0	0	0	0
CG34296	0	0	0	0
CG34297	0	0	0	0
CG34298	0	0	0	0
CG34299	0	0	0	0
CG3430	180	404	227	76
CG34300	0	0	0	0
CG34301	0	4	0	0
CG34302	0	0	5	0
CG34303	2	0	0	0
CG34304	1	0	0	0
CG34305	0	0	0	0
CG34307	0	0	2	0
CG34308	0	0	1	0
CG34309	0	0	0	0
CG34310	1056	479	1279	112
CG34312	0	0	0	0
CG34313	34	1	12	0
CG34314	335	188	247	45
CG34315	13	7	99	12
CG34316	7	5	13	0
CG34317	572	578	541	92
CG34320	0	0	0	0
CG34323	27	13	59	15
CG34324	2	0	0	0
CG34325	86	46	108	17
CG34326	0	0	0	0
CG34327	0	0	5	0
CG34328	0	0	0	0
CG34330	1	15	1	2
CG34331	0	0	2	0
CG34332	0	0	1	0
CG34334	14	1	26	1
CG34336	0	0	0	0
CG34337	0	0	0	0
CG34338	0	0	0	0
CG3434	180	91	138	26
CG34340	2	0	2	0
CG34342	1	0	1	0
CG34345	0	0	1	0
CG34347	65	48	70	3
CG34348	2205	969	1754	208
CG34349	38	45	16	13
CG34351	0	0	1	0
CG34353	3	0	1	1
CG34354	0	0	0	0
CG34355	0	0	3	1
CG34356	22	0	41	7
CG34357	2	1	16	1
CG3436	551	344	701	79
CG34362	2	0	4	0
CG34367	2	0	1	0
CG34369	1	0	0	0
CG3437	1020	811	769	194
CG34370	0	0	0	0
CG34371	2	23	10	2
CG34375	0	0	13	0
CG34376	24	11	36	1
CG34377	4	0	6	0
CG34380	8	0	0	0
CG34382	0	0	0	0
CG34383	55	35	76	10
CG34384	6	0	0	1
CG34386	1	0	0	0
CG34388	0	0	0	0
CG34391	0	0	0	0
CG34393	0	0	4	1
CG34394	238	49	247	20
CG34396	29	6	21	1
CG34398	11	0	2	0
CG34401	150	89	193	21
CG34402	0	0	0	0
CG34404	57	18	74	3
CG34408	335	97	410	21
CG34409	3	2	9	0
CG34411	1	0	0	0
CG34417	70	114	29	29
CG34420	0	0	2	0
CG34422	258	105	319	27
CG34423	1	0	2	4
CG34424	155	129	95	15
CG34425	1	0	0	0
CG34426	0	1	1	0
CG34427	0	0	2	0
CG34428	0	0	2	0
CG34429	2	0	0	0
CG34430	1	0	2	0
CG34431	2	0	2	0
CG34432	2	0	0	0
CG34433	0	0	0	0
CG34434	3	0	3	1
CG34435	0	0	0	0
CG34436	0	0	0	0
CG34437	0	0	3	0
CG34439	1166	1694	924	307
CG34442	0	0	0	0
CG34443	0	0	0	0
CG34444	0	0	0	0
CG34445	17	14	12	5
CG34446	53	17	62	8
CG34447	5	0	0	0
CG34448	0	0	0	0
CG34449	156	33	194	8
CG34450	0	0	12	0
CG34451	0	0	0	0
CG34452	0	0	3	0
CG34453	0	2	3	0
CG34454	9	0	2	0
CG34455	138	381	145	41
CG34456	3	4	1	0
CG34457	1	0	0	0
CG34458	0	0	1	1
CG34459	5	0	1	0
CG3446	549	137	450	24
CG34460	0	1	4	0
CG34461	0	0	2	0
CG34462	0	0	3	0
CG3448	52	24	43	11
CG3457	892	631	431	135
CG3473	0	0	3	0
CG3476	242	185	179	37
CG3483	0	0	0	0
CG3491	0	0	0	0
CG3492	0	0	0	0
CG3493	38	61	36	15
CG3494	0	0	0	0
CG3499	1702	429	1136	61
CG3500	700	355	319	68
CG3501	1065	730	577	132
CG3502	1	1	1	0
CG3505	0	0	0	0
CG3509	6626	5938	4465	1526
CG3511	193	84	210	20
CG3513	0	0	0	0
CG3515	1	0	0	0
CG3517	2	0	0	0
CG3520	282	117	90	10
CG3523	100	130	143	35
CG3526	2	0	0	0
CG3527	1016	1283	814	273
CG3528	0	1	1	0
CG3529	975	457	643	88
CG3530	198	92	202	24
CG3532	68	24	25	5
CG3534	70	121	79	19
CG3542	132	178	265	25
CG3544	3	0	0	0
CG3546	0	0	4	0
CG3548	972	737	578	129
CG3552	174	137	192	34
CG3556	0	0	3	0
CG3557	0	0	0	0
CG3558	450	243	478	40
CG3560	3140	2396	2614	703
CG3565	0	1	0	1
CG3566	840	1114	774	232
CG3568	11	12	24	2
CG3570	121	126	104	15
CG3581	1	0	0	0
CG3587	242	380	308	80
CG3588	0	0	0	0
CG3589	399	227	206	31
CG3590	618	304	747	62
CG3592	0	0	0	0
CG3597	3	0	2	0
CG3598	1	0	6	0
CG3603	485	323	170	63
CG3604	1	0	0	0
CG3605	53	91	96	26
CG3608	315	269	182	35
CG3609	664	127	827	30
CG3610	0	1	2	0
CG3611	9	0	1	0
CG3618	191	114	144	15
CG3621	1920	1803	880	415
CG3625	107	95	37	11
CG3626	603	215	414	41
CG3630	33	62	55	6
CG3631	385	146	228	45
CG3632	407	245	396	47
CG3634	264	81	250	29
CG3635	0	0	0	0
CG3638	209	104	170	24
CG3640	2	0	0	0
CG3645	145	142	106	8
CG3649	3	0	0	0
CG3650	0	0	0	0
CG3651	298	248	436	32
CG3652	888	426	720	121
CG3655	101	90	52	16
CG3662	926	332	868	68
CG3663	169	243	221	59
CG3669	1	0	0	1
CG3678	2284	3803	1396	611
CG3679	66	38	128	24
CG3680	470	445	532	127
CG3683	1073	2444	1099	573
CG3687	0	0	0	0
CG3689	2251	825	2611	274
CG3690	9	0	18	5
CG3698	11	0	0	0
CG3699	8	33	20	13
CG3700	14	78	21	9
CG3701	1	0	0	0
CG3702	241	401	430	26
CG3703	12	1	12	0
CG3704	1144	557	747	97
CG3706	5	0	7	1
CG3708	34	0	15	0
CG3709	88	223	109	41
CG3711	523	185	295	36
CG3713	1	0	2	0
CG3714	273	167	357	56
CG3719	81	88	87	17
CG3726	469	152	368	30
CG3731	3394	1683	2825	298
CG3732	382	439	230	62
CG3734	3	8	0	0
CG3735	21	28	18	4
CG3739	1	1	1	0
CG3740	776	1129	413	313
CG3744	317	197	425	40
CG3746	10	11	10	0
CG3748	0	0	1	0
CG3756	468	463	373	125
CG3760	1661	1170	1308	265
CG3764	107	155	143	27
CG3769	0	1	4	0
CG3770	242	143	112	33
CG3773	53	213	116	40
CG3775	0	0	9	1
CG3776	880	176	658	47
CG3777	0	0	5	0
CG3781	308	153	245	23
CG3788	164	116	51	17
CG3790	0	2	6	0
CG3792	1210	913	864	162
CG3793	1611	836	1099	127
CG3795	0	0	1	0
CG3797	255	542	662	88
CG3800	520	328	604	74
CG3803	159	225	196	41
CG3808	288	400	402	74
CG3809	1	0	0	0
CG3812	913	336	806	107
CG3814	1	0	0	1
CG3815	867	251	551	43
CG3817	134	159	178	40
CG3819	8	5	0	0
CG3822	0	0	1	0
CG3823	38	8	58	5
CG3829	21	7	10	0
CG3831	199	128	252	10
CG3835	74	50	100	3
CG3837	57	41	67	5
CG3838	36	49	118	5
CG3841	0	2	0	0
CG3842	1422	872	752	233
CG3847	178	564	235	72
CG3857	101	62	99	18
CG3860	10	24	18	4
CG3862	88	97	61	12
CG3868	2	2	0	0
CG3876	102	220	90	27
CG3880	4	0	2	0
CG3884	36	7	18	3
CG3887	2944	2151	2047	563
CG3893	386	214	321	45
CG3894	260	241	179	30
CG3902	443	483	676	83
CG3906	0	3	1	0
CG3907	16	28	22	7
CG3909	491	541	568	127
CG3916	0	0	0	0
CG3918	90	34	162	10
CG3919	91	19	110	0
CG3921	35	86	47	9
CG3925	560	306	340	36
CG3927	1	0	0	0
CG3939	1327	669	655	75
CG3940	44	88	61	17
CG3942	0	0	0	2
CG3955	0	0	1	1
CG3961	34	17	29	0
CG3964	31	12	14	1
CG3967	87	75	204	8
CG3982	4	1	3	2
CG3984	7	0	7	0
CG3987	1	3	3	1
CG3995	373	481	341	115
CG3999	12	0	0	0
CG4000	1	0	0	0
CG40002	3644	2377	2595	722
CG40005	31	5	104	0
CG40006	661	403	342	59
CG4004	246	259	334	101
CG40042	2066	2136	2435	562
CG40045	12534	12768	7637	2736
CG4009	177	65	270	10
CG40127	9713	11041	6857	2799
CG40155	1	0	1	0
CG40160	230	260	194	56
CG4017	0	0	1	0
CG40172	0	0	0	0
CG40178	1623	1123	767	173
CG40188	1	0	1	0
CG4019	0	0	4	3
CG40191	6283	4519	4891	1285
CG40198	0	0	0	0
CG4020	75	25	175	6
CG40204	2	0	0	0
CG4021	0	1	1	0
CG4022	64	118	52	14
CG40228	4596	5632	2148	951
CG40245	0	0	0	0
CG40249	0	0	5	0
CG4025	113	124	127	22
CG40298	23	18	16	0
CG4030	70	98	81	10
CG40341	0	0	0	0
CG4036	478	259	675	126
CG40378	9	8	1	2
CG4038	631	232	670	46
CG4041	401	204	446	36
CG4042	433	604	301	127
CG40439	2929	2650	2725	738
CG4045	471	372	349	96
CG40467	0	6	10	0
CG40470	51	22	12	2
CG40472	6918	5072	4533	603
CG40485	1	0	0	0
CG40486	30	31	56	8
CG4049	22	19	19	6
CG40498	7	7	8	1
CG4050	558	354	537	81
CG4053	0	0	1	0
CG40551	0	0	0	0
CG40583	0	0	0	0
CG4061	619	303	354	63
CG40625	2	0	3	0
CG40635	0	0	0	0
CG4065	1253	423	757	58
CG4066	10	0	14	0
CG4068	1192	366	1674	144
CG4069	224	391	308	115
CG4073	3	1	1	0
CG4074	406	283	378	79
CG4078	1455	356	971	94
CG4080	203	66	230	16
CG40801	0	0	0	0
CG40813	4	11	17	1
CG4089	169	216	153	68
CG4091	174	156	236	28
CG40930	0	0	0	0
CG40936	0	0	0	0
CG40948	0	0	0	0
CG4095	47	41	34	6
CG4096	8	0	13	0
CG40968	0	0	0	0
CG4098	81	232	65	31
CG40992	0	0	0	0
CG4101	431	368	83	24
CG41020	0	0	0	0
CG41056	1	0	1	0
CG41087	0	0	0	0
CG41099	1731	822	1962	329
CG41106	10	2	5	2
CG41128	7533	5378	4700	891
CG4115	1	1	2	1
CG4116	0	0	1	0
CG4119	586	199	495	38
CG41242	0	0	0	2
CG41257	2	4	10	0
CG41281	2	0	0	0
CG41284	18	14	3	0
CG41320	0	0	5	11
CG4133	0	0	0	1
CG41343	0	0	0	0
CG41367	0	0	0	0
CG41378	915	895	409	140
CG41423	0	0	0	0
CG41434	0	0	3	0
CG41497	0	0	0	0
CG4151	0	0	3	0
CG41518	3	4	0	0
CG41520	14	14	3	3
CG41527	0	0	2	0
CG41561	0	0	0	0
CG41562	4	11	17	1
CG4159	510	296	366	59
CG4161	1	0	2	0
CG4164	474	673	567	144
CG4165	2712	982	2265	214
CG4168	2	0	4	0
CG4169	4194	2745	2258	528
CG4174	299	198	193	47
CG4186	406	319	340	135
CG4194	2	1	5	0
CG4198	79	52	83	12
CG4199	583	891	782	136
CG4203	544	338	445	75
CG4210	419	701	311	200
CG4213	0	0	0	0
CG4218	0	0	1	0
CG4221	19	0	5	0
CG42231	18	18	16	0
CG42232	61	124	71	26
CG42233	81	36	76	6
CG42235	15	3	115	9
CG42237	18	8	44	5
CG42238	58	27	117	23
CG42239	1275	1647	999	376
CG42240	380	127	256	46
CG42241	7	15	4	0
CG42245	28	27	50	7
CG42246	1	6	4	0
CG42249	4	8	8	0
CG42254	220	139	163	35
CG42255	9	4	9	1
CG42258	1493	311	864	61
CG42259	777	783	502	182
CG42260	0	0	4	0
CG42261	1	0	4	0
CG42262	0	0	0	0
CG42263	1	0	0	0
CG42264	0	0	0	0
CG42265	1	0	0	0
CG42266	6	0	15	1
CG42268	20	1	40	2
CG42269	35	12	26	4
CG42271	1408	726	741	150
CG42272	4	0	0	0
CG42284	1	0	1	0
CG42287	0	0	0	0
CG42288	0	0	0	0
CG4229	1	0	1	0
CG42296	2	0	3	0
CG42299	0	0	0	0
CG4230	89	226	62	16
CG42300	0	0	6	0
CG42302	0	0	0	0
CG42303	52	27	63	6
CG42304	40	3	12	0
CG42305	0	1	0	0
CG42306	325	269	531	98
CG42307	37	20	56	8
CG42308	237	241	136	69
CG42313	0	0	0	0
CG42319	0	1	2	0
CG42321	245	250	182	51
CG42322	3	0	0	0
CG42323	0	0	0	0
CG42324	0	0	2	0
CG42326	12	0	1	0
CG42327	74	69	61	15
CG42329	0	0	0	0
CG42331	1	0	8	0
CG42335	5	3	8	0
CG42336	403	154	404	43
CG42337	3	0	6	0
CG42339	0	0	12	0
CG42340	9	0	26	0
CG42342	0	5	7	0
CG42343	1	2	6	0
CG42346	44	4	20	1
CG42351	1767	6189	2391	935
CG42353	0	10	12	0
CG42354	120	150	225	74
CG42355	2	0	0	0
CG42356	0	0	0	0
CG42357	1	0	5	0
CG42358	722	782	524	182
CG42359	433	621	408	83
CG42360	139	98	193	26
CG42361	4	1	9	0
CG42362	67	130	58	29
CG42363	67	130	58	29
CG42364	0	1	1	0
CG42365	576	308	483	91
CG42366	4	0	0	0
CG42367	0	0	0	0
CG42368	2	0	3	0
CG42369	13	6	7	0
CG42370	0	1	0	0
CG42371	267	163	579	114
CG42372	160	218	172	41
CG42374	1126	502	866	125
CG42375	611	279	361	81
CG42376	853	540	464	166
CG42379	6	1	3	0
CG4238	905	263	502	41
CG42380	6	1	3	0
CG42381	4	1	2	0
CG42382	152	172	101	13
CG42383	2	3	0	0
CG42388	772	357	671	36
CG42389	586	113	585	23
CG4239	212	48	151	13
CG42390	16	5	8	0
CG42391	0	0	3	0
CG42392	0	0	0	0
CG42393	0	0	8	3
CG42394	59	37	71	8
CG42395	20	0	0	2
CG42397	0	3	0	0
CG42399	5	18	19	0
CG42402	0	0	2	5
CG42404	0	0	8	0
CG42445	230	238	175	63
CG42446	0	0	0	0
CG42449	8	0	0	0
CG42450	15	8	25	0
CG42455	299	339	545	172
CG42456	209	142	244	22
CG42458	3	0	2	0
CG42460	0	0	0	0
CG42463	0	0	2	0
CG42464	0	0	0	0
CG42465	0	0	0	0
CG42467	0	0	0	0
CG42470	0	0	0	0
CG42471	0	0	0	0
CG42481	0	5	0	0
CG42486	1	0	2	0
CG42487	84	22	89	14
CG42488	20	136	62	14
CG42489	12	0	0	0
CG42490	0	0	0	0
CG42492	13	11	2	0
CG42493	0	0	0	2
CG42494	0	0	0	1
CG42495	84	83	69	27
CG42496	176	38	95	29
CG42497	167	120	228	96
CG42498	275	119	86	35
CG4250	292	175	368	34
CG42500	0	0	0	0
CG42502	9	18	5	0
CG42503	116	49	35	20
CG42504	1	0	0	0
CG42505	1	0	0	0
CG42507	130	24	109	2
CG42508	0	0	0	0
CG42511	395	50	316	0
CG42512	4	3	3	0
CG42514	626	250	478	44
CG42516	21	11	30	11
CG42518	346	126	262	24
CG42521	0	0	0	0
CG42523	0	0	0	0
CG42524	10	6	10	1
CG42525	0	0	2	1
CG42526	44	37	29	14
CG42529	5	0	4	0
CG42531	0	1	0	0
CG42533	37	87	78	24
CG42534	0	0	1	0
CG42535	0	2	0	0
CG42536	0	0	0	0
CG42537	0	0	0	0
CG42538	0	0	4	0
CG42540	1	2	10	0
CG42541	4	0	0	0
CG42542	1489	1388	1387	319
CG42544	0	0	0	0
CG42550	152	242	176	68
CG42552	1	0	0	0
CG42553	633	359	473	75
CG42554	622	495	448	103
CG42556	0	0	0	0
CG42557	121	144	72	49
CG42558	245	385	162	83
CG42559	0	0	0	0
CG42560	0	0	0	0
CG42561	3	0	3	0
CG42562	3	3	6	0
CG42564	2	0	9	1
CG42565	106	123	80	4
CG42566	5	4	6	1
CG42568	19	1	1	13
CG42570	0	2	0	0
CG42571	0	0	0	0
CG42575	314	405	375	55
CG42577	0	0	0	0
CG42578	2	0	0	0
CG42579	0	0	0	0
CG42580	0	0	0	0
CG42581	0	0	0	0
CG42582	0	0	0	0
CG42583	0	0	0	0
CG42585	0	0	0	0
CG42586	0	0	0	0
CG42587	4	0	0	0
CG42588	63	56	143	27
CG4259	1	1	11	5
CG42590	0	0	1	0
CG42591	2	0	2	0
CG42592	0	0	0	0
CG42593	372	285	430	82
CG42594	12	0	0	0
CG42596	0	0	0	2
CG42597	0	0	0	1
CG42598	9	14	3	0
CG42613	1	1	3	2
CG42615	0	0	0	2
CG42617	1	0	0	0
CG42618	3	2	0	0
CG42619	0	0	0	0
CG42620	0	0	0	0
CG42621	0	0	2	0
CG42622	0	0	0	0
CG42623	0	0	1	0
CG42624	3	0	1	0
CG42629	5	0	1	0
CG42633	3	0	4	0
CG42634	0	0	2	0
CG42635	0	0	2	0
CG42637	264	158	313	11
CG42638	242	86	235	11
CG42644	7	9	0	0
CG42649	0	0	0	0
CG42650	0	0	0	0
CG42654	0	0	0	0
CG42655	0	0	0	0
CG42656	7	0	4	0
CG42657	3	0	0	0
CG42658	0	0	0	0
CG42659	0	0	0	0
CG4266	778	194	530	51
CG42660	0	0	0	0
CG42661	0	0	0	0
CG42662	0	0	0	0
CG42663	75	34	82	11
CG42666	226	44	195	12
CG42668	1455	341	734	47
CG42669	131	77	91	34
CG4267	1857	1381	924	270
CG42671	418	153	349	27
CG42672	255	151	136	23
CG42673	27	18	31	2
CG42674	256	102	349	23
CG42675	12	0	30	0
CG42676	209	170	105	28
CG42678	156	301	173	58
CG42680	0	0	0	0
CG42681	2	2	20	0
CG42682	0	0	0	0
CG42683	0	0	7	0
CG42684	328	84	302	36
CG42685	1	0	1	0
CG42686	4	0	0	0
CG42688	0	0	0	0
CG42689	9	0	0	0
CG4269	0	1	3	1
CG42690	0	0	0	0
CG42691	0	0	0	0
CG42692	1	0	0	0
CG42693	0	0	0	0
CG42694	14	9	7	7
CG42696	0	0	0	3
CG42697	0	0	0	0
CG42699	169	99	123	13
CG4270	0	0	2	0
CG42700	0	0	1	0
CG42703	0	0	0	0
CG42704	0	26	27	0
CG42705	0	0	13	0
CG42708	247	175	304	25
CG42709	81	39	123	9
CG4271	1	0	0	0
CG42710	0	0	0	0
CG42711	0	0	7	1
CG42712	0	0	0	0
CG42713	0	0	1	0
CG42714	8	4	3	0
CG42715	0	0	0	0
CG42716	0	0	0	0
CG42717	0	0	0	0
CG42718	0	0	0	0
CG42719	2	0	1	0
CG42720	0	0	0	0
CG42724	20	14	21	7
CG42726	26	63	25	0
CG42727	28	41	33	3
CG42728	2	0	0	0
CG42729	0	0	0	0
CG42730	0	0	2	0
CG42732	113	27	46	3
CG42733	0	1	0	2
CG42736	0	0	0	0
CG42740	0	1	2	0
CG42741	3	0	1	0
CG42747	116	15	243	8
CG42748	314	126	248	53
CG42749	1	0	0	0
CG42750	0	0	1	0
CG42751	2	0	9	0
CG42752	1	0	0	0
CG42753	0	0	0	0
CG42755	0	0	0	1
CG42757	0	0	0	0
CG42758	0	0	0	0
CG42759	0	0	3	0
CG42760	0	0	0	0
CG42761	5	0	0	0
CG42762	1	0	0	1
CG42763	4	0	0	0
CG42764	0	0	0	0
CG42765	0	0	1	0
CG42766	0	0	0	0
CG42778	0	0	0	0
CG42779	0	0	0	0
CG4278	518	366	335	75
CG42780	0	3	6	0
CG42781	0	0	0	0
CG42782	0	0	0	0
CG42784	0	0	3	4
CG42787	0	0	0	0
CG42788	44	66	62	4
CG42789	0	0	0	0
CG42790	0	0	2	0
CG42791	0	0	0	0
CG42792	0	0	0	0
CG42794	3	0	2	0
CG42795	0	0	0	0
CG42796	0	0	13	1
CG42797	632	340	524	53
CG42798	0	0	0	0
CG42806	40	62	44	7
CG42807	3	5	96	12
CG42808	4	1	17	7
CG42809	0	0	0	0
CG4281	66	108	173	23
CG42810	0	0	0	0
CG42811	0	0	0	0
CG42812	0	0	2	0
CG42813	253	433	245	50
CG42814	0	0	0	0
CG42815	2	0	0	0
CG42816	0	0	3	0
CG42817	1	1	9	0
CG42818	4	0	2	0
CG42819	7	2	2	0
CG4282	42	71	65	15
CG42820	3	0	8	0
CG42821	69	81	112	27
CG42822	68	60	91	27
CG42823	0	0	2	0
CG42824	0	0	0	0
CG42825	8	10	1	0
CG42826	0	0	1	2
CG42827	0	0	1	0
CG42828	0	0	2	0
CG42830	0	0	0	0
CG42831	2	0	4	0
CG42832	15	0	0	0
CG42833	4	0	10	0
CG42834	0	0	2	0
CG42835	0	0	3	0
CG42837	55	10	91	7
CG42841	0	0	0	0
CG42844	0	0	0	0
CG42846	5	0	0	0
CG42847	0	0	3	0
CG42848	3	0	0	0
CG42850	0	0	1	0
CG42851	0	0	0	0
CG42852	32	0	0	0
CG42853	1	0	1	0
CG42854	3	3	0	0
CG42855	11	0	2	0
CG42857	11	5	0	5
CG4286	3	0	1	0
CG42863	129	101	81	26
CG42866	0	0	0	0
CG42867	11	0	10	0
CG42868	3	0	2	0
CG42869	7	0	4	0
CG4287	1497	1201	1026	211
CG42870	0	0	0	0
CG42876	1	1	1	0
CG42878	0	0	0	0
CG4288	0	0	2	0
CG4291	342	323	246	82
CG4293	286	202	273	35
